province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active
Macau,China,2020-03-16,22.1667,113.55,POINT(113.55 22.1667),11,0,10,
Tibet,China,2020-03-16,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,
,Mongolia,2020-03-16,46.8625,103.8467,POINT(103.8467 46.8625),1,0,0,
Hubei,China,2020-03-17,30.9756,112.2707,POINT(112.2707 30.9756),67799,3111,56003,
,"Korea, South",2020-03-17,35.9078,127.7669,POINT(127.7669 35.9078),8320,81,1407,
Guangdong,China,2020-03-17,23.3417,113.4244,POINT(113.4244 23.3417),1364,8,1307,
Henan,China,2020-03-17,33.882,113.614,POINT(113.614 33.882),1273,22,1250,
Zhejiang,China,2020-03-17,29.1832,120.0934,POINT(120.0934 29.1832),1232,1,1216,
Hunan,China,2020-03-17,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,
Anhui,China,2020-03-17,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,
Jiangxi,China,2020-03-17,27.614,115.7221,POINT(115.7221 27.614),935,1,934,
,Japan,2020-03-17,36.2048,138.2529,POINT(138.2529 36.2048),878,29,144,
Shandong,China,2020-03-17,36.3427,118.1498,POINT(118.1498 36.3427),761,7,746,
Jiangsu,China,2020-03-17,32.9711,119.455,POINT(119.455 32.9711),631,0,631,
Chongqing,China,2020-03-17,30.0572,107.874,POINT(107.874 30.0572),576,6,570,
Sichuan,China,2020-03-17,30.6171,102.7103,POINT(102.7103 30.6171),540,3,520,
Heilongjiang,China,2020-03-17,47.862,127.7615,POINT(127.7615 47.862),482,13,456,
Beijing,China,2020-03-17,40.1824,116.4142,POINT(116.4142 40.1824),456,8,369,
Shanghai,China,2020-03-17,31.202,121.4491,POINT(121.4491 31.202),358,3,325,
Hebei,China,2020-03-17,38.0428,114.5149,POINT(114.5149 38.0428),318,6,310,
Fujian,China,2020-03-17,26.0789,117.9874,POINT(117.9874 26.0789),296,1,295,
Guangxi,China,2020-03-17,23.8298,108.7881,POINT(108.7881 23.8298),253,2,248,
Shaanxi,China,2020-03-17,35.1917,108.8701,POINT(108.8701 35.1917),246,3,236,
Yunnan,China,2020-03-17,24.974,101.487,POINT(101.487 24.974),176,2,172,
Hainan,China,2020-03-17,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,
Hong Kong,China,2020-03-17,22.3,114.2,POINT(114.2 22.3),162,4,88,
Guizhou,China,2020-03-17,26.8154,106.8748,POINT(106.8748 26.8154),147,2,144,
Tianjin,China,2020-03-17,39.3054,117.323,POINT(117.323 39.3054),136,3,133,
Gansu,China,2020-03-17,36.0611,103.8343,POINT(103.8343 36.0611),133,2,91,
Shanxi,China,2020-03-17,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,
Liaoning,China,2020-03-17,41.2956,122.6085,POINT(122.6085 41.2956),125,1,120,
Jilin,China,2020-03-17,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,
Xinjiang,China,2020-03-17,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,
Inner Mongolia,China,2020-03-17,44.0935,113.9448,POINT(113.9448 44.0935),75,1,73,
Ningxia,China,2020-03-17,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,
Qinghai,China,2020-03-17,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,
Macau,China,2020-03-17,22.1667,113.55,POINT(113.55 22.1667),12,0,10,
,Mongolia,2020-03-17,46.8625,103.8467,POINT(103.8467 46.8625),5,0,0,
Tibet,China,2020-03-17,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,
Hubei,China,2020-03-18,30.9756,112.2707,POINT(112.2707 30.9756),67800,3122,56927,
,"Korea, South",2020-03-18,35.9078,127.7669,POINT(127.7669 35.9078),8413,84,1540,
Guangdong,China,2020-03-18,23.3417,113.4244,POINT(113.4244 23.3417),1370,8,1313,
Henan,China,2020-03-18,33.882,113.614,POINT(113.614 33.882),1273,22,1250,
Zhejiang,China,2020-03-18,29.1832,120.0934,POINT(120.0934 29.1832),1232,1,1216,
Hunan,China,2020-03-18,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,
Anhui,China,2020-03-18,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,
Jiangxi,China,2020-03-18,27.614,115.7221,POINT(115.7221 27.614),935,1,934,
,Japan,2020-03-18,36.2048,138.2529,POINT(138.2529 36.2048),889,29,144,
Shandong,China,2020-03-18,36.3427,118.1498,POINT(118.1498 36.3427),761,7,746,
Jiangsu,China,2020-03-18,32.9711,119.455,POINT(119.455 32.9711),631,0,631,
Chongqing,China,2020-03-18,30.0572,107.874,POINT(107.874 30.0572),576,6,570,
Sichuan,China,2020-03-18,30.6171,102.7103,POINT(102.7103 30.6171),540,3,525,
Heilongjiang,China,2020-03-18,47.862,127.7615,POINT(127.7615 47.862),482,13,459,
Beijing,China,2020-03-18,40.1824,116.4142,POINT(116.4142 40.1824),469,8,378,
Shanghai,China,2020-03-18,31.202,121.4491,POINT(121.4491 31.202),361,3,326,
Hebei,China,2020-03-18,38.0428,114.5149,POINT(114.5149 38.0428),318,6,310,
Fujian,China,2020-03-18,26.0789,117.9874,POINT(117.9874 26.0789),296,1,295,
Guangxi,China,2020-03-18,23.8298,108.7881,POINT(108.7881 23.8298),253,2,250,
Shaanxi,China,2020-03-18,35.1917,108.8701,POINT(108.8701 35.1917),246,3,237,
Hong Kong,China,2020-03-18,22.3,114.2,POINT(114.2 22.3),181,4,92,
Yunnan,China,2020-03-18,24.974,101.487,POINT(101.487 24.974),176,2,172,
Hainan,China,2020-03-18,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,
Guizhou,China,2020-03-18,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,
Tianjin,China,2020-03-18,39.3054,117.323,POINT(117.323 39.3054),136,3,133,
Gansu,China,2020-03-18,36.0611,103.8343,POINT(103.8343 36.0611),133,2,91,
Shanxi,China,2020-03-18,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,
Liaoning,China,2020-03-18,41.2956,122.6085,POINT(122.6085 41.2956),125,1,122,
Jilin,China,2020-03-18,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,
Xinjiang,China,2020-03-18,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,
Inner Mongolia,China,2020-03-18,44.0935,113.9448,POINT(113.9448 44.0935),75,1,73,
Ningxia,China,2020-03-18,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,
Qinghai,China,2020-03-18,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,
Macau,China,2020-03-18,22.1667,113.55,POINT(113.55 22.1667),15,0,10,
,Mongolia,2020-03-18,46.8625,103.8467,POINT(103.8467 46.8625),6,0,0,
Tibet,China,2020-03-18,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,
Hubei,China,2020-03-19,30.9756,112.2707,POINT(112.2707 30.9756),67800,3130,57682,
,"Korea, South",2020-03-19,35.9078,127.7669,POINT(127.7669 35.9078),8565,91,1540,
Guangdong,China,2020-03-19,23.3417,113.4244,POINT(113.4244 23.3417),1378,8,1318,
Henan,China,2020-03-19,33.882,113.614,POINT(113.614 33.882),1273,22,1250,
Zhejiang,China,2020-03-19,29.1832,120.0934,POINT(120.0934 29.1832),1233,1,1217,
Hunan,China,2020-03-19,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,
Anhui,China,2020-03-19,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,
Jiangxi,China,2020-03-19,27.614,115.7221,POINT(115.7221 27.614),935,1,934,
,Japan,2020-03-19,36.2048,138.2529,POINT(138.2529 36.2048),924,29,150,
Shandong,China,2020-03-19,36.3427,118.1498,POINT(118.1498 36.3427),761,7,747,
Jiangsu,China,2020-03-19,32.9711,119.455,POINT(119.455 32.9711),631,0,631,
Chongqing,China,2020-03-19,30.0572,107.874,POINT(107.874 30.0572),576,6,570,
Sichuan,China,2020-03-19,30.6171,102.7103,POINT(102.7103 30.6171),540,3,536,
Heilongjiang,China,2020-03-19,47.862,127.7615,POINT(127.7615 47.862),483,13,460,
Beijing,China,2020-03-19,40.1824,116.4142,POINT(116.4142 40.1824),480,8,380,
Shanghai,China,2020-03-19,31.202,121.4491,POINT(121.4491 31.202),363,3,326,
Hebei,China,2020-03-19,38.0428,114.5149,POINT(114.5149 38.0428),318,6,310,
Fujian,China,2020-03-19,26.0789,117.9874,POINT(117.9874 26.0789),296,1,295,
Guangxi,China,2020-03-19,23.8298,108.7881,POINT(108.7881 23.8298),253,2,250,
Shaanxi,China,2020-03-19,35.1917,108.8701,POINT(108.8701 35.1917),246,3,237,
Hong Kong,China,2020-03-19,22.3,114.2,POINT(114.2 22.3),208,4,95,
Yunnan,China,2020-03-19,24.974,101.487,POINT(101.487 24.974),176,2,172,
Hainan,China,2020-03-19,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,
Guizhou,China,2020-03-19,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,
Tianjin,China,2020-03-19,39.3054,117.323,POINT(117.323 39.3054),137,3,133,
Gansu,China,2020-03-19,36.0611,103.8343,POINT(103.8343 36.0611),134,2,91,
Shanxi,China,2020-03-19,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,
Liaoning,China,2020-03-19,41.2956,122.6085,POINT(122.6085 41.2956),125,1,122,
Jilin,China,2020-03-19,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,
Xinjiang,China,2020-03-19,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,
Inner Mongolia,China,2020-03-19,44.0935,113.9448,POINT(113.9448 44.0935),75,1,74,
Ningxia,China,2020-03-19,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,
Qinghai,China,2020-03-19,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,
Macau,China,2020-03-19,22.1667,113.55,POINT(113.55 22.1667),17,0,10,
,Mongolia,2020-03-19,46.8625,103.8467,POINT(103.8467 46.8625),6,0,0,
Tibet,China,2020-03-19,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,
Hubei,China,2020-03-20,30.9756,112.2707,POINT(112.2707 30.9756),67800,3133,58382,
,"Korea, South",2020-03-20,35.9078,127.7669,POINT(127.7669 35.9078),8652,94,1540,
Guangdong,China,2020-03-20,23.3417,113.4244,POINT(113.4244 23.3417),1395,8,1323,
Henan,China,2020-03-20,33.882,113.614,POINT(113.614 33.882),1273,22,1250,
Zhejiang,China,2020-03-20,29.1832,120.0934,POINT(120.0934 29.1832),1234,1,1219,
Hunan,China,2020-03-20,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,
Anhui,China,2020-03-20,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,
,Japan,2020-03-20,36.2048,138.2529,POINT(138.2529 36.2048),963,33,191,
Jiangxi,China,2020-03-20,27.614,115.7221,POINT(115.7221 27.614),935,1,934,
Shandong,China,2020-03-20,36.3427,118.1498,POINT(118.1498 36.3427),762,7,748,
Jiangsu,China,2020-03-20,32.9711,119.455,POINT(119.455 32.9711),631,0,631,
Chongqing,China,2020-03-20,30.0572,107.874,POINT(107.874 30.0572),576,6,570,
Sichuan,China,2020-03-20,30.6171,102.7103,POINT(102.7103 30.6171),541,3,536,
Beijing,China,2020-03-20,40.1824,116.4142,POINT(116.4142 40.1824),491,8,390,
Heilongjiang,China,2020-03-20,47.862,127.7615,POINT(127.7615 47.862),484,13,463,
Shanghai,China,2020-03-20,31.202,121.4491,POINT(121.4491 31.202),371,3,326,
Hebei,China,2020-03-20,38.0428,114.5149,POINT(114.5149 38.0428),318,6,310,
Fujian,China,2020-03-20,26.0789,117.9874,POINT(117.9874 26.0789),299,1,295,
Hong Kong,China,2020-03-20,22.3,114.2,POINT(114.2 22.3),256,4,98,
Guangxi,China,2020-03-20,23.8298,108.7881,POINT(108.7881 23.8298),254,2,250,
Shaanxi,China,2020-03-20,35.1917,108.8701,POINT(108.8701 35.1917),247,3,237,
Yunnan,China,2020-03-20,24.974,101.487,POINT(101.487 24.974),176,2,172,
Hainan,China,2020-03-20,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,
Guizhou,China,2020-03-20,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,
Tianjin,China,2020-03-20,39.3054,117.323,POINT(117.323 39.3054),137,3,133,
Gansu,China,2020-03-20,36.0611,103.8343,POINT(103.8343 36.0611),134,2,98,
Shanxi,China,2020-03-20,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,
Liaoning,China,2020-03-20,41.2956,122.6085,POINT(122.6085 41.2956),126,2,122,
Jilin,China,2020-03-20,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,
Xinjiang,China,2020-03-20,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,
Inner Mongolia,China,2020-03-20,44.0935,113.9448,POINT(113.9448 44.0935),75,1,74,
Ningxia,China,2020-03-20,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,
Qinghai,China,2020-03-20,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,
Macau,China,2020-03-20,22.1667,113.55,POINT(113.55 22.1667),17,0,10,
,Mongolia,2020-03-20,46.8625,103.8467,POINT(103.8467 46.8625),6,0,0,
Tibet,China,2020-03-20,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,
Hubei,China,2020-03-21,30.9756,112.2707,POINT(112.2707 30.9756),67800,3139,58946,
,"Korea, South",2020-03-21,35.9078,127.7669,POINT(127.7669 35.9078),8799,102,1540,
Guangdong,China,2020-03-21,23.3417,113.4244,POINT(113.4244 23.3417),1400,8,1325,
Henan,China,2020-03-21,33.882,113.614,POINT(113.614 33.882),1273,22,1250,
Zhejiang,China,2020-03-21,29.1832,120.0934,POINT(120.0934 29.1832),1236,1,1219,
Hunan,China,2020-03-21,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,
,Japan,2020-03-21,36.2048,138.2529,POINT(138.2529 36.2048),1007,35,232,
Anhui,China,2020-03-21,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,
Jiangxi,China,2020-03-21,27.614,115.7221,POINT(115.7221 27.614),935,1,934,
Shandong,China,2020-03-21,36.3427,118.1498,POINT(118.1498 36.3427),764,7,749,
Jiangsu,China,2020-03-21,32.9711,119.455,POINT(119.455 32.9711),631,0,631,
Chongqing,China,2020-03-21,30.0572,107.874,POINT(107.874 30.0572),576,6,570,
Sichuan,China,2020-03-21,30.6171,102.7103,POINT(102.7103 30.6171),542,3,536,
Beijing,China,2020-03-21,40.1824,116.4142,POINT(116.4142 40.1824),504,8,396,
Heilongjiang,China,2020-03-21,47.862,127.7615,POINT(127.7615 47.862),484,13,463,
Shanghai,China,2020-03-21,31.202,121.4491,POINT(121.4491 31.202),380,3,327,
Hebei,China,2020-03-21,38.0428,114.5149,POINT(114.5149 38.0428),318,6,310,
Fujian,China,2020-03-21,26.0789,117.9874,POINT(117.9874 26.0789),303,1,295,
Hong Kong,China,2020-03-21,22.3,114.2,POINT(114.2 22.3),273,4,98,
Guangxi,China,2020-03-21,23.8298,108.7881,POINT(108.7881 23.8298),254,2,250,
Shaanxi,China,2020-03-21,35.1917,108.8701,POINT(108.8701 35.1917),248,3,239,
Yunnan,China,2020-03-21,24.974,101.487,POINT(101.487 24.974),176,2,172,
Hainan,China,2020-03-21,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,
Guizhou,China,2020-03-21,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,
Tianjin,China,2020-03-21,39.3054,117.323,POINT(117.323 39.3054),137,3,133,
Gansu,China,2020-03-21,36.0611,103.8343,POINT(103.8343 36.0611),134,2,113,
Shanxi,China,2020-03-21,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,
Liaoning,China,2020-03-21,41.2956,122.6085,POINT(122.6085 41.2956),126,2,122,
Jilin,China,2020-03-21,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,
Xinjiang,China,2020-03-21,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,
Inner Mongolia,China,2020-03-21,44.0935,113.9448,POINT(113.9448 44.0935),75,1,74,
Ningxia,China,2020-03-21,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,
Macau,China,2020-03-21,22.1667,113.55,POINT(113.55 22.1667),18,0,10,
Qinghai,China,2020-03-21,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,
,Mongolia,2020-03-21,46.8625,103.8467,POINT(103.8467 46.8625),10,0,0,
Tibet,China,2020-03-21,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,
Macau,China,2020-03-22,22.1667,113.55,POINT(113.55 22.1667),20,0,10,10
Gansu,China,2020-03-22,37.8099,101.0583,POINT(101.0583 37.8099),136,2,114,20
Chongqing,China,2020-03-22,30.0572,107.874,POINT(107.874 30.0572),577,6,570,1
Hubei,China,2020-03-22,30.9756,112.2707,POINT(112.2707 30.9756),67800,3144,59433,5223
Hong Kong,China,2020-03-22,22.3,114.2,POINT(114.2 22.3),317,4,100,213
Shandong,China,2020-03-22,36.3427,118.1498,POINT(118.1498 36.3427),766,7,750,9
Beijing,China,2020-03-22,40.1824,116.4142,POINT(116.4142 40.1824),514,8,400,106
Shanghai,China,2020-03-22,31.202,121.4491,POINT(121.4491 31.202),394,4,328,62
Jiangxi,China,2020-03-22,27.614,115.7221,POINT(115.7221 27.614),936,1,934,1
Guangdong,China,2020-03-22,23.3417,113.4244,POINT(113.4244 23.3417),1407,8,1329,70
Sichuan,China,2020-03-22,30.6171,102.7103,POINT(102.7103 30.6171),543,3,536,4
Fujian,China,2020-03-22,26.0789,117.9874,POINT(117.9874 26.0789),307,1,295,11
Hebei,China,2020-03-22,39.549,116.1306,POINT(116.1306 39.549),319,6,310,3
Heilongjiang,China,2020-03-22,47.862,127.7615,POINT(127.7615 47.862),484,13,466,5
Liaoning,China,2020-03-22,41.2956,122.6085,POINT(122.6085 41.2956),126,2,124,0
Jiangsu,China,2020-03-22,32.9711,119.455,POINT(119.455 32.9711),633,0,631,2
Zhejiang,China,2020-03-22,29.1832,120.0934,POINT(120.0934 29.1832),1237,1,1219,17
Shaanxi,China,2020-03-22,35.1917,108.8701,POINT(108.8701 35.1917),248,3,239,6
Tianjin,China,2020-03-22,39.3054,117.323,POINT(117.323 39.3054),137,3,133,1
Guangxi,China,2020-03-22,23.8298,108.7881,POINT(108.7881 23.8298),254,2,250,2
Inner Mongolia,China,2020-03-22,44.0935,113.9448,POINT(113.9448 44.0935),75,1,74,0
Guizhou,China,2020-03-22,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,0
Yunnan,China,2020-03-22,24.974,101.487,POINT(101.487 24.974),176,2,172,2
Hainan,China,2020-03-22,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,1
Ningxia,China,2020-03-22,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Henan,China,2020-03-22,33.882,113.614,POINT(113.614 33.882),1273,22,1250,1
Hunan,China,2020-03-22,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,0
Shanxi,China,2020-03-22,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,0
Jilin,China,2020-03-22,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,0
Xinjiang,China,2020-03-22,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Anhui,China,2020-03-22,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,0
Tibet,China,2020-03-22,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Qinghai,China,2020-03-22,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
,"Korea, South",2020-03-22,35.907757,127.766922,POINT(127.766922 35.907757),8897,104,2909,5884
,Japan,2020-03-22,36.204824,138.252924,POINT(138.252924 36.204824),1086,36,235,815
,Mongolia,2020-03-22,46.8625,103.8467,POINT(103.8467 46.8625),10,0,0,10
Anhui,China,2020-03-23,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,0
Beijing,China,2020-03-23,40.1824,116.4142,POINT(116.4142 40.1824),537,8,401,128
Chongqing,China,2020-03-23,30.0572,107.874,POINT(107.874 30.0572),577,6,570,1
Fujian,China,2020-03-23,26.0789,117.9874,POINT(117.9874 26.0789),313,1,295,17
Gansu,China,2020-03-23,37.8099,101.0583,POINT(101.0583 37.8099),136,2,114,20
Guangdong,China,2020-03-23,23.3417,113.4244,POINT(113.4244 23.3417),1415,8,1332,75
Guangxi,China,2020-03-23,23.8298,108.7881,POINT(108.7881 23.8298),254,2,250,2
Guizhou,China,2020-03-23,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,0
Hainan,China,2020-03-23,19.1959,109.7453,POINT(109.7453 19.1959),168,6,161,1
Hebei,China,2020-03-23,39.549,116.1306,POINT(116.1306 39.549),319,6,310,3
Heilongjiang,China,2020-03-23,47.861999999999995,127.7615,POINT(127.7615 47.862),484,13,465,6
Henan,China,2020-03-23,33.882,113.61399999999999,POINT(113.614 33.882),1274,22,1250,2
Hong Kong,China,2020-03-23,22.3,114.2,POINT(114.2 22.3),356,4,100,252
Hubei,China,2020-03-23,30.9756,112.2707,POINT(112.2707 30.9756),67800,3153,59882,4765
Hunan,China,2020-03-23,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,0
Inner Mongolia,China,2020-03-23,44.0935,113.9448,POINT(113.9448 44.0935),75,1,74,0
Jiangsu,China,2020-03-23,32.9711,119.455,POINT(119.455 32.9711),633,0,631,2
Jiangxi,China,2020-03-23,27.614,115.7221,POINT(115.7221 27.614),936,1,934,1
Jilin,China,2020-03-23,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,0
Liaoning,China,2020-03-23,41.2956,122.6085,POINT(122.6085 41.2956),127,2,124,1
Macau,China,2020-03-23,22.1667,113.55,POINT(113.55 22.1667),24,0,10,14
Ningxia,China,2020-03-23,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-03-23,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-03-23,35.1917,108.8701,POINT(108.8701 35.1917),248,3,239,6
Shandong,China,2020-03-23,36.3427,118.1498,POINT(118.1498 36.3427),768,7,752,9
Shanghai,China,2020-03-23,31.201999999999998,121.4491,POINT(121.4491 31.202),404,4,329,71
Shanxi,China,2020-03-23,37.5777,112.2922,POINT(112.2922 37.5777),133,0,133,0
Sichuan,China,2020-03-23,30.6171,102.7103,POINT(102.7103 30.6171),543,3,536,4
Tianjin,China,2020-03-23,39.3054,117.323,POINT(117.323 39.3054),141,3,133,5
Tibet,China,2020-03-23,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-03-23,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yunnan,China,2020-03-23,24.974,101.48700000000001,POINT(101.487 24.974),176,2,172,2
Zhejiang,China,2020-03-23,29.1832,120.0934,POINT(120.0934 29.1832),1238,1,1221,16
,Japan,2020-03-23,36.204824,138.252924,POINT(138.252924 36.204824),1128,42,235,851
,"Korea, South",2020-03-23,35.907757000000011,127.766922,POINT(127.766922 35.907757),8961,111,3166,5684
,Mongolia,2020-03-23,46.8625,103.8467,POINT(103.8467 46.8625),10,0,0,10
Anhui,China,2020-03-24,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,0
Beijing,China,2020-03-24,40.1824,116.4142,POINT(116.4142 40.1824),558,8,401,149
Chongqing,China,2020-03-24,30.0572,107.874,POINT(107.874 30.0572),578,6,570,2
Fujian,China,2020-03-24,26.0789,117.9874,POINT(117.9874 26.0789),318,1,295,22
Gansu,China,2020-03-24,37.8099,101.0583,POINT(101.0583 37.8099),136,2,119,15
Guangdong,China,2020-03-24,23.3417,113.4244,POINT(113.4244 23.3417),1428,8,1333,87
Guangxi,China,2020-03-24,23.8298,108.7881,POINT(108.7881 23.8298),254,2,250,2
Guizhou,China,2020-03-24,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,0
Hainan,China,2020-03-24,19.1959,109.7453,POINT(109.7453 19.1959),168,6,162,0
Hebei,China,2020-03-24,39.549,116.1306,POINT(116.1306 39.549),319,6,310,3
Heilongjiang,China,2020-03-24,47.862,127.7615,POINT(127.7615 47.862),484,13,468,3
Henan,China,2020-03-24,33.882,113.614,POINT(113.614 33.882),1274,22,1250,2
Hong Kong,China,2020-03-24,22.3,114.2,POINT(114.2 22.3),386,4,101,281
Hubei,China,2020-03-24,30.9756,112.2707,POINT(112.2707 30.9756),67801,3160,60324,4317
Hunan,China,2020-03-24,27.6104,111.7088,POINT(111.7088 27.6104),1018,4,1014,0
Inner Mongolia,China,2020-03-24,44.0935,113.9448,POINT(113.9448 44.0935),75,1,74,0
Jiangsu,China,2020-03-24,32.9711,119.455,POINT(119.455 32.9711),636,0,631,5
Jiangxi,China,2020-03-24,27.614,115.7221,POINT(115.7221 27.614),936,1,934,1
Jilin,China,2020-03-24,43.6661,126.1923,POINT(126.1923 43.6661),93,1,92,0
Liaoning,China,2020-03-24,41.2956,122.6085,POINT(122.6085 41.2956),127,2,124,1
Macau,China,2020-03-24,22.1667,113.55,POINT(113.55 22.1667),25,0,10,15
Ningxia,China,2020-03-24,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0
Qinghai,China,2020-03-24,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0
Shaanxi,China,2020-03-24,35.1917,108.8701,POINT(108.8701 35.1917),249,3,240,6
Shandong,China,2020-03-24,36.3427,118.1498,POINT(118.1498 36.3427),768,7,752,9
Shanghai,China,2020-03-24,31.202,121.4491,POINT(121.4491 31.202),414,4,330,80
Shanxi,China,2020-03-24,37.5777,112.2922,POINT(112.2922 37.5777),134,0,133,1
Sichuan,China,2020-03-24,30.6171,102.7103,POINT(102.7103 30.6171),545,3,536,6
Tianjin,China,2020-03-24,39.3054,117.323,POINT(117.323 39.3054),145,3,133,9
Tibet,China,2020-03-24,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0
Xinjiang,China,2020-03-24,41.1129,85.2401,POINT(85.2401 41.1129),76,3,73,0
Yunnan,China,2020-03-24,24.974,101.487,POINT(101.487 24.974),176,2,172,2
Zhejiang,China,2020-03-24,29.1832,120.0934,POINT(120.0934 29.1832),1240,1,1221,18
,Japan,2020-03-24,36.204824,138.252924,POINT(138.252924 36.204824),1193,43,285,865
,"Korea, South",2020-03-24,35.907757000000011,127.766922,POINT(127.766922 35.907757),9037,120,3507,5410
,Mongolia,2020-03-24,46.8625,103.8467,POINT(103.8467 46.8625),10,0,0,10
Anhui,China,2020-03-25,31.8257,117.2264,POINT(117.2264 31.8257),990,6,984,0
Beijing,China,2020-03-25,40.1824,116.4142,POINT(116.4142 40.1824),561,8,403,150
Chongqing,China,2020-03-25,30.0572,107.874,POINT(107.874 30.0572),578,6,570,2
Fujian,China,2020-03-25,26.0789,117.9874,POINT(117.9874 26.0789),322,1,295,26
Gansu,China,2020-03-25,37.8099,101.0583,POINT(101.0583 37.8099),136,2,119,15
Guangdong,China,2020-03-25,23.3417,113.4244,POINT(113.4244 23.3417),1433,8,1336,89
Guangxi,China,2020-03-25,23.8298,108.7881,POINT(108.7881 23.8298),254,2,250,2
Guizhou,China,2020-03-25,26.8154,106.8748,POINT(106.8748 26.8154),146,2,144,0
Hainan,China,2020-03-25,19.1959,109.7453,POINT(109.7453 19.1959),168,6,162,0
Hebei,China,2020-03-25,39.549,116.1306,POINT(116.1306 39.549),319,6,310,3
